Site #,Site Status,Site Activation Date,State,Country
43810,Enrolling,11-Apr-2017,GA,USA
43806,Enrolling,19-Mar-2017,MI,USA
43806,Enrolling,19-Mar-2017,MI,USA
43806,Enrolling,19-Mar-2017,MI,USA
43804,Selected,,KS,USA
43804,Selected,,KS,USA
43804,Selected,,KS,USA
43804,Selected,,KS,USA
43804,Selected,,KS,USA
43804,Selected,,KS,USA
43804,Selected,,KS,USA
43804,Selected,,KS,USA
43803,Initiated,31-Aug-2017,PA,USA
43803,Initiated,31-Aug-2017,PA,USA
43803,Initiated,31-Aug-2017,PA,USA
43801,Selected,,NC,USA
43801,Selected,,NC,USA
43800,Initiated,11-Apr-2017,TN,USA
43800,Initiated,11-Apr-2017,TN,USA
43800,Initiated,11-Apr-2017,TN,USA
43798,Enrolling,26-Jan-2017,AL,USA
43798,Enrolling,26-Jan-2017,AL,USA
43798,Enrolling,26-Jan-2017,AL,USA
43798,Enrolling,26-Jan-2017,AL,USA
43795,Selected,,CT,USA
43795,Selected,,CT,USA
43795,Selected,,CT,USA
43794,Enrolling,15-Jan-2017,NY,USA
43794,Enrolling,15-Jan-2017,NY,USA
43794,Enrolling,15-Jan-2017,NY,USA
43794,Enrolling,15-Jan-2017,NY,USA
43793,Enrolling,11-Apr-2017,WA,USA
43793,Enrolling,11-Apr-2017,WA,USA
43793,Enrolling,11-Apr-2017,WA,USA
43793,Enrolling,11-Apr-2017,WA,USA
43793,Enrolling,11-Apr-2017,WA,USA
43793,Enrolling,11-Apr-2017,WA,USA
43790,Enrolling,11-Jan-2017,NE,USA
43790,Enrolling,11-Jan-2017,NE,USA
43790,Enrolling,11-Jan-2017,NE,USA
43790,Enrolling,11-Jan-2017,NE,USA
43790,Enrolling,11-Jan-2017,NE,USA
43789,Enrolling,02-Nov-2016,NJ,USA
43789,Enrolling,02-Nov-2016,NJ,USA
43789,Enrolling,02-Nov-2016,NJ,USA
43789,Enrolling,02-Nov-2016,NJ,USA
43787,Enrolling,06-Nov-2016,NV,USA
43787,Enrolling,06-Nov-2016,NV,USA
43787,Enrolling,06-Nov-2016,NV,USA
43787,Enrolling,06-Nov-2016,NV,USA
43787,Enrolling,06-Nov-2016,NV,USA
43787,Enrolling,06-Nov-2016,NV,USA
43786,Enrolling,14-Feb-2017,IA,USA
43786,Enrolling,14-Feb-2017,IA,USA
43786,Enrolling,14-Feb-2017,IA,USA
43786,Enrolling,14-Feb-2017,IA,USA
43786,Enrolling,14-Feb-2017,IA,USA
43785,Initiated,12-Jul-2017,OK,USA
43785,Initiated,12-Jul-2017,OK,USA
43785,Initiated,12-Jul-2017,OK,USA
43785,Initiated,12-Jul-2017,OK,USA
43785,Initiated,12-Jul-2017,OK,USA
43783,Enrolling,06-Nov-2016,AL,USA
43783,Enrolling,06-Nov-2016,AL,USA
43783,Enrolling,06-Nov-2016,AL,USA
43783,Enrolling,06-Nov-2016,AL,USA
43783,Enrolling,06-Nov-2016,AL,USA
43783,Enrolling,06-Nov-2016,AL,USA
43783,Enrolling,06-Nov-2016,AL,USA
43781,Enrolling,14-Feb-2017,SD,USA
43781,Enrolling,14-Feb-2017,SD,USA
43781,Enrolling,14-Feb-2017,SD,USA
43781,Enrolling,14-Feb-2017,SD,USA
43781,Enrolling,14-Feb-2017,SD,USA
43781,Enrolling,14-Feb-2017,SD,USA
43781,Enrolling,14-Feb-2017,SD,USA
43781,Enrolling,14-Feb-2017,SD,USA
43781,Enrolling,14-Feb-2017,SD,USA
43780,Enrolling,02-Feb-2017,TN,USA
43780,Enrolling,02-Feb-2017,TN,USA
43780,Enrolling,02-Feb-2017,TN,USA
43780,Enrolling,02-Feb-2017,TN,USA
43780,Enrolling,02-Feb-2017,TN,USA
43780,Enrolling,02-Feb-2017,TN,USA
43779,Enrolling,14-Feb-2017,MD,USA
43779,Enrolling,14-Feb-2017,MD,USA
43779,Enrolling,14-Feb-2017,MD,USA
43779,Enrolling,14-Feb-2017,MD,USA
43778,Enrolling,10-Jan-2017,NC,USA
43778,Enrolling,10-Jan-2017,NC,USA
43778,Enrolling,10-Jan-2017,NC,USA
43778,Enrolling,10-Jan-2017,NC,USA
43777,Enrolling,05-Feb-2017,CA,USA
43777,Enrolling,05-Feb-2017,CA,USA
43777,Enrolling,05-Feb-2017,CA,USA
43776,Enrolling,06-Mar-2017,MD,USA
43776,Enrolling,06-Mar-2017,MD,USA
43776,Enrolling,06-Mar-2017,MD,USA
43776,Enrolling,06-Mar-2017,MD,USA
43773,Enrolling,06-Apr-2017,PA,USA
43773,Enrolling,06-Apr-2017,PA,USA
43773,Enrolling,06-Apr-2017,PA,USA
43773,Enrolling,06-Apr-2017,PA,USA
43773,Enrolling,06-Apr-2017,PA,USA
43772,Selected,,UT,USA
43772,Selected,,UT,USA
43772,Selected,,UT,USA
43771,Enrolling,07-Jun-2017,AZ,USA
43771,Enrolling,07-Jun-2017,AZ,USA
43771,Enrolling,07-Jun-2017,AZ,USA
43770,Initiated,27-Jun-2017,TX,USA
43770,Initiated,27-Jun-2017,TX,USA
43770,Initiated,27-Jun-2017,TX,USA
43769,Initiated,17-Aug-2017,OH,USA
43769,Initiated,17-Aug-2017,OH,USA
43769,Initiated,17-Aug-2017,OH,USA
43769,Initiated,17-Aug-2017,OH,USA
43769,Initiated,17-Aug-2017,OH,USA
43769,Initiated,17-Aug-2017,OH,USA
43769,Initiated,17-Aug-2017,OH,USA
43769,Initiated,17-Aug-2017,OH,USA
43767,Initiated,17-Aug-2017,VA,USA
43767,Initiated,17-Aug-2017,VA,USA
43767,Initiated,17-Aug-2017,VA,USA
43767,Initiated,17-Aug-2017,VA,USA
43767,Initiated,17-Aug-2017,VA,USA
43765,Enrolling,09-Jan-2017,OK,USA
43765,Enrolling,09-Jan-2017,OK,USA
43765,Enrolling,09-Jan-2017,OK,USA
43763,Initiated,12-Dec-2016,TN,USA
43763,Initiated,12-Dec-2016,TN,USA
43763,Initiated,12-Dec-2016,TN,USA
43762,Enrolling,04-Jan-2017,TX,USA
43762,Enrolling,04-Jan-2017,TX,USA
43762,Enrolling,04-Jan-2017,TX,USA
43761,Enrolling,14-Dec-2016,TX,USA
43761,Enrolling,14-Dec-2016,TX,USA
43761,Enrolling,14-Dec-2016,TX,USA
43761,Enrolling,14-Dec-2016,TX,USA
43759,Initiated,01-Aug-2017,CA,USA
43759,Initiated,01-Aug-2017,CA,USA
43759,Initiated,01-Aug-2017,CA,USA
43759,Initiated,01-Aug-2017,CA,USA
43759,Initiated,01-Aug-2017,CA,USA
43758,Selected,,WI,USA
43758,Selected,,WI,USA
43758,Selected,,WI,USA
43758,Selected,,WI,USA
43758,Selected,,WI,USA
43758,Selected,,WI,USA
43757,Initiated,06-Apr-2017,KY,USA
43757,Initiated,06-Apr-2017,KY,USA
43757,Initiated,06-Apr-2017,KY,USA
43755,Initiated,31-Aug-2017,IL,USA
43755,Initiated,31-Aug-2017,IL,USA
43755,Initiated,31-Aug-2017,IL,USA
43755,Initiated,31-Aug-2017,IL,USA
43755,Initiated,31-Aug-2017,IL,USA
43754,Enrolling,07-Nov-2016,KS,USA
43754,Enrolling,07-Nov-2016,KS,USA
43754,Enrolling,07-Nov-2016,KS,USA
43754,Enrolling,07-Nov-2016,KS,USA
43751,Enrolling,06-Apr-2017,LA,USA
43751,Enrolling,06-Apr-2017,LA,USA
43751,Enrolling,06-Apr-2017,LA,USA
43751,Enrolling,06-Apr-2017,LA,USA
43748,Initiated,30-Apr-2017,NY,USA
43748,Initiated,30-Apr-2017,NY,USA
43748,Initiated,30-Apr-2017,NY,USA
43746,Enrolling,12-Dec-2016,AL,USA
43746,Enrolling,12-Dec-2016,AL,USA
43746,Enrolling,12-Dec-2016,AL,USA
43745,Enrolling,04-Apr-2017,ME,USA
43745,Enrolling,04-Apr-2017,ME,USA
43745,Enrolling,04-Apr-2017,ME,USA
43744,Enrolling,03-Jan-2017,FL,USA
43744,Enrolling,03-Jan-2017,FL,USA
43744,Enrolling,03-Jan-2017,FL,USA
43744,Enrolling,03-Jan-2017,FL,USA
43744,Enrolling,03-Jan-2017,FL,USA
43744,Enrolling,03-Jan-2017,FL,USA
43743,Selected,,MO,USA
43743,Selected,,MO,USA
43743,Selected,,MO,USA
43743,Selected,,MO,USA
43743,Selected,,MO,USA
43742,Initiated,15-Dec-2016,WI,USA
43742,Initiated,15-Dec-2016,WI,USA
43742,Initiated,15-Dec-2016,WI,USA
43741,Initiated,09-Oct-2016,OH,USA
43741,Initiated,09-Oct-2016,OH,USA
43741,Initiated,09-Oct-2016,OH,USA
43741,Initiated,09-Oct-2016,OH,USA
43739,Initiated,14-Aug-2017,OH,USA
43739,Initiated,14-Aug-2017,OH,USA
43739,Initiated,14-Aug-2017,OH,USA
43739,Initiated,14-Aug-2017,OH,USA
43737,Enrolling,02-Nov-2016,CA,USA
43737,Enrolling,02-Nov-2016,CA,USA
43737,Enrolling,02-Nov-2016,CA,USA
43737,Enrolling,02-Nov-2016,CA,USA
43736,Initiated,25-Jun-2017,TX,USA
43736,Initiated,25-Jun-2017,TX,USA
43736,Initiated,25-Jun-2017,TX,USA
43734,Initiated,15-Feb-2017,FL,USA
43734,Initiated,15-Feb-2017,FL,USA
43734,Initiated,15-Feb-2017,FL,USA
43734,Initiated,15-Feb-2017,FL,USA
43733,Enrolling,21-Dec-2016,AZ,USA
43733,Enrolling,21-Dec-2016,AZ,USA
43731,Selected,,DC,USA
43731,Selected,,DC,USA
43731,Selected,,DC,USA
43729,Enrolling,14-Mar-2017,CA,USA
43729,Enrolling,14-Mar-2017,CA,USA
43729,Enrolling,14-Mar-2017,CA,USA
43729,Enrolling,14-Mar-2017,CA,USA
43728,Initiated,31-Aug-2017,IN,USA
43728,Initiated,31-Aug-2017,IN,USA
43728,Initiated,31-Aug-2017,IN,USA
43726,Enrolling,11-Apr-2017,NC,USA
43726,Enrolling,11-Apr-2017,NC,USA
43726,Enrolling,11-Apr-2017,NC,USA
43726,Enrolling,11-Apr-2017,NC,USA
43726,Enrolling,11-Apr-2017,NC,USA
43726,Enrolling,11-Apr-2017,NC,USA
43723,Enrolling,11-Oct-2016,FL,USA
43723,Enrolling,11-Oct-2016,FL,USA
43723,Enrolling,11-Oct-2016,FL,USA
43723,Enrolling,11-Oct-2016,FL,USA
43722,Enrolling,04-Oct-2016,NV,USA
43722,Enrolling,04-Oct-2016,NV,USA
43720,Initiated,13-Jul-2017,VT,USA
43720,Initiated,13-Jul-2017,VT,USA
43720,Initiated,13-Jul-2017,VT,USA
43720,Initiated,13-Jul-2017,VT,USA
43719,Enrolling,23-Oct-2016,CA,USA
43719,Enrolling,23-Oct-2016,CA,USA
43719,Enrolling,23-Oct-2016,CA,USA
43719,Enrolling,23-Oct-2016,CA,USA
43717,Initiated,09-Apr-2017,CA,USA
43717,Initiated,09-Apr-2017,CA,USA
43717,Initiated,09-Apr-2017,CA,USA
43717,Initiated,09-Apr-2017,CA,USA
43715,Enrolling,10-Oct-2016,CA,USA
43715,Enrolling,10-Oct-2016,CA,USA
43715,Enrolling,10-Oct-2016,CA,USA
43715,Enrolling,10-Oct-2016,CA,USA
43713,Enrolling,03-Oct-2016,AL,USA
43713,Enrolling,03-Oct-2016,AL,USA
43713,Enrolling,03-Oct-2016,AL,USA
43711,Enrolling,20-Dec-2016,LA,USA
43711,Enrolling,20-Dec-2016,LA,USA
43711,Enrolling,20-Dec-2016,LA,USA
43711,Enrolling,20-Dec-2016,LA,USA
43710,Initiated,23-Mar-2017,NJ,USA
43710,Initiated,23-Mar-2017,NJ,USA
43710,Initiated,23-Mar-2017,NJ,USA
43708,Enrolling,03-Oct-2016,CA,USA
43708,Enrolling,03-Oct-2016,CA,USA
43708,Enrolling,03-Oct-2016,CA,USA
43706,Enrolling,03-Nov-2016,MO,USA
43706,Enrolling,03-Nov-2016,MO,USA
43706,Enrolling,03-Nov-2016,MO,USA
43705,Initiated,12-Apr-2017,CA,USA
43705,Initiated,12-Apr-2017,CA,USA
43705,Initiated,12-Apr-2017,CA,USA
43703,Enrolling,29-Nov-2016,NC,USA
43703,Enrolling,29-Nov-2016,NC,USA
43703,Enrolling,29-Nov-2016,NC,USA
43703,Enrolling,29-Nov-2016,NC,USA
43702,Initiated,11-Jun-2017,WV,USA
43702,Initiated,11-Jun-2017,WV,USA
43702,Initiated,11-Jun-2017,WV,USA
43702,Initiated,11-Jun-2017,WV,USA
43699,Enrolling,31-Oct-2016,FL,USA
43699,Enrolling,31-Oct-2016,FL,USA
43698,Enrolling,04-Oct-2016,FL,USA
43698,Enrolling,04-Oct-2016,FL,USA
43698,Enrolling,04-Oct-2016,FL,USA
43696,Selected,,IN,USA
43696,Selected,,IN,USA
43696,Selected,,IN,USA
43695,Enrolling,15-Nov-2016,CA,USA
43695,Enrolling,15-Nov-2016,CA,USA
43695,Enrolling,15-Nov-2016,CA,USA
43695,Enrolling,15-Nov-2016,CA,USA
43695,Enrolling,15-Nov-2016,CA,USA
43695,Enrolling,15-Nov-2016,CA,USA
43692,Initiated,20-Dec-2016,WI,USA
43692,Initiated,20-Dec-2016,WI,USA
43692,Initiated,20-Dec-2016,WI,USA
43692,Initiated,20-Dec-2016,WI,USA
43692,Initiated,20-Dec-2016,WI,USA
43691,Initiated,18-Jul-2017,WI,USA
43691,Initiated,18-Jul-2017,WI,USA
43691,Initiated,18-Jul-2017,WI,USA
43691,Initiated,18-Jul-2017,WI,USA
43691,Initiated,18-Jul-2017,WI,USA
43691,Initiated,18-Jul-2017,WI,USA
43691,Initiated,18-Jul-2017,WI,USA
43691,Initiated,18-Jul-2017,WI,USA
43690,Enrolling,14-Mar-2017,WA,USA
43690,Enrolling,14-Mar-2017,WA,USA
43690,Enrolling,14-Mar-2017,WA,USA
43690,Enrolling,14-Mar-2017,WA,USA
43690,Enrolling,14-Mar-2017,WA,USA
43690,Enrolling,14-Mar-2017,WA,USA
43690,Enrolling,14-Mar-2017,WA,USA
43690,Enrolling,14-Mar-2017,WA,USA
43690,Enrolling,14-Mar-2017,WA,USA
43689,Initiated,10-Aug-2017,NE,USA
43689,Initiated,10-Aug-2017,NE,USA
43689,Initiated,10-Aug-2017,NE,USA
43689,Initiated,10-Aug-2017,NE,USA
43689,Initiated,10-Aug-2017,NE,USA
43689,Initiated,10-Aug-2017,NE,USA
43688,Enrolling,23-Jan-2017,MD,USA
43688,Enrolling,23-Jan-2017,MD,USA
43688,Enrolling,23-Jan-2017,MD,USA
43688,Enrolling,23-Jan-2017,MD,USA
43686,Enrolling,11-Jan-2017,FL,USA
43686,Enrolling,11-Jan-2017,FL,USA
43686,Enrolling,11-Jan-2017,FL,USA
43685,Enrolling,08-Nov-2016,TX,USA
43685,Enrolling,08-Nov-2016,TX,USA
43684,Selected,,NY,USA
43684,Selected,,NY,USA
43684,Selected,,NY,USA
43683,Enrolling,24-Apr-2017,MA,USA
43683,Enrolling,24-Apr-2017,MA,USA
43683,Enrolling,24-Apr-2017,MA,USA
43683,Enrolling,24-Apr-2017,MA,USA
43682,Enrolling,15-Feb-2017,TN,USA
43682,Enrolling,15-Feb-2017,TN,USA
43682,Enrolling,15-Feb-2017,TN,USA
43682,Enrolling,15-Feb-2017,TN,USA
43682,Enrolling,15-Feb-2017,TN,USA
43680,Selected,,KY,USA
43680,Selected,,KY,USA
43679,Initiated,12-Apr-2017,OH,USA
43679,Initiated,12-Apr-2017,OH,USA
43679,Initiated,12-Apr-2017,OH,USA
43679,Initiated,12-Apr-2017,OH,USA
43679,Initiated,12-Apr-2017,OH,USA
43679,Initiated,12-Apr-2017,OH,USA
43679,Initiated,12-Apr-2017,OH,USA
43679,Initiated,12-Apr-2017,OH,USA
43679,Initiated,12-Apr-2017,OH,USA
43679,Initiated,12-Apr-2017,OH,USA
43677,Enrolling,15-Nov-2016,SC,USA
43677,Enrolling,15-Nov-2016,SC,USA
43677,Enrolling,15-Nov-2016,SC,USA
43677,Enrolling,15-Nov-2016,SC,USA
43677,Enrolling,15-Nov-2016,SC,USA
43675,Enrolling,14-Feb-2017,NY,USA
43675,Enrolling,14-Feb-2017,NY,USA
43675,Enrolling,14-Feb-2017,NY,USA
43675,Enrolling,14-Feb-2017,NY,USA
43675,Enrolling,14-Feb-2017,NY,USA
43675,Enrolling,14-Feb-2017,NY,USA
43674,Enrolling,15-Dec-2016,NY,USA
43674,Enrolling,15-Dec-2016,NY,USA
43674,Enrolling,15-Dec-2016,NY,USA
43674,Enrolling,15-Dec-2016,NY,USA
43673,Enrolling,18-Oct-2016,CA,USA
43673,Enrolling,18-Oct-2016,CA,USA
43673,Enrolling,18-Oct-2016,CA,USA
43673,Enrolling,18-Oct-2016,CA,USA
43673,Enrolling,18-Oct-2016,CA,USA
43673,Enrolling,18-Oct-2016,CA,USA
43673,Enrolling,18-Oct-2016,CA,USA
43673,Enrolling,18-Oct-2016,CA,USA
43673,Enrolling,18-Oct-2016,CA,USA
43672,Enrolling,16-Feb-2017,FL,USA
43672,Enrolling,16-Feb-2017,FL,USA
43672,Enrolling,16-Feb-2017,FL,USA
43672,Enrolling,16-Feb-2017,FL,USA
43672,Enrolling,16-Feb-2017,FL,USA
43672,Enrolling,16-Feb-2017,FL,USA
43671,Selected,,IN,USA
43671,Selected,,IN,USA
43671,Selected,,IN,USA
43671,Selected,,IN,USA
43669,Enrolling,02-Mar-2017,CA,USA
43669,Enrolling,02-Mar-2017,CA,USA
43669,Enrolling,02-Mar-2017,CA,USA
43669,Enrolling,02-Mar-2017,CA,USA
43669,Enrolling,02-Mar-2017,CA,USA
43669,Enrolling,02-Mar-2017,CA,USA
43668,Selected,,AZ,USA
43668,Selected,,AZ,USA
43668,Selected,,AZ,USA
43667,Initiated,18-May-2017,IL,USA
43667,Initiated,18-May-2017,IL,USA
43667,Initiated,18-May-2017,IL,USA
43667,Initiated,18-May-2017,IL,USA
43667,Initiated,18-May-2017,IL,USA
43665,Initiated,04-Jul-2017,TX,USA
43665,Initiated,04-Jul-2017,TX,USA
43665,Initiated,04-Jul-2017,TX,USA
43664,Enrolling,19-Dec-2016,GA,USA
43664,Enrolling,19-Dec-2016,GA,USA
43663,Enrolling,20-Dec-2016,NY,USA
43663,Enrolling,20-Dec-2016,NY,USA
43663,Enrolling,20-Dec-2016,NY,USA
43663,Enrolling,20-Dec-2016,NY,USA
43663,Enrolling,20-Dec-2016,NY,USA
43662,Enrolling,14-Dec-2016,TN,USA
43662,Enrolling,14-Dec-2016,TN,USA
43661,Enrolling,06-Apr-2017,CA,USA
43661,Enrolling,06-Apr-2017,CA,USA
43661,Enrolling,06-Apr-2017,CA,USA
43660,Enrolling,31-Jan-2017,MI,USA
43660,Enrolling,31-Jan-2017,MI,USA
43660,Enrolling,31-Jan-2017,MI,USA
43660,Enrolling,31-Jan-2017,MI,USA
43660,Enrolling,31-Jan-2017,MI,USA
43660,Enrolling,31-Jan-2017,MI,USA
43660,Enrolling,31-Jan-2017,MI,USA
43659,Enrolling,18-Dec-2016,PA,USA
43659,Enrolling,18-Dec-2016,PA,USA
43659,Enrolling,18-Dec-2016,PA,USA
43659,Enrolling,18-Dec-2016,PA,USA
43659,Enrolling,18-Dec-2016,PA,USA
43659,Enrolling,18-Dec-2016,PA,USA
43659,Enrolling,18-Dec-2016,PA,USA
43656,Enrolling,05-Oct-2016,VA,USA
43656,Enrolling,05-Oct-2016,VA,USA
43654,Selected,,MI,USA
43654,Selected,,MI,USA
43654,Selected,,MI,USA
43652,Enrolling,29-Mar-2017,TN,USA
43652,Enrolling,29-Mar-2017,TN,USA
43652,Enrolling,29-Mar-2017,TN,USA
43652,Enrolling,29-Mar-2017,TN,USA
43652,Enrolling,29-Mar-2017,TN,USA
43652,Enrolling,29-Mar-2017,TN,USA
43652,Enrolling,29-Mar-2017,TN,USA
43652,Enrolling,29-Mar-2017,TN,USA
43652,Enrolling,29-Mar-2017,TN,USA
43652,Enrolling,29-Mar-2017,TN,USA
43651,Enrolling,27-Dec-2016,MI,USA
43651,Enrolling,27-Dec-2016,MI,USA
43651,Enrolling,27-Dec-2016,MI,USA
43650,Selected,,IA,USA
43650,Selected,,IA,USA
43650,Selected,,IA,USA
43645,Enrolling,01-Jan-2017,LA,USA
43645,Enrolling,01-Jan-2017,LA,USA
43645,Enrolling,01-Jan-2017,LA,USA
43645,Enrolling,01-Jan-2017,LA,USA
43645,Enrolling,01-Jan-2017,LA,USA
43643,Enrolling,17-Nov-2016,CA,USA
43643,Enrolling,17-Nov-2016,CA,USA
43642,Enrolling,27-Apr-2017,RI,USA
43642,Enrolling,27-Apr-2017,RI,USA
43642,Enrolling,27-Apr-2017,RI,USA
43642,Enrolling,27-Apr-2017,RI,USA
43642,Enrolling,27-Apr-2017,RI,USA
43642,Enrolling,27-Apr-2017,RI,USA
43642,Enrolling,27-Apr-2017,RI,USA
43641,Initiated,05-Apr-2017,OH,USA
43641,Initiated,05-Apr-2017,OH,USA
43641,Initiated,05-Apr-2017,OH,USA
43641,Initiated,05-Apr-2017,OH,USA
43641,Initiated,05-Apr-2017,OH,USA
43640,Enrolling,26-Mar-2017,CA,USA
43640,Enrolling,26-Mar-2017,CA,USA
43640,Enrolling,26-Mar-2017,CA,USA
43638,Enrolling,12-Apr-2017,CA,USA
43638,Enrolling,12-Apr-2017,CA,USA
43638,Enrolling,12-Apr-2017,CA,USA
43638,Enrolling,12-Apr-2017,CA,USA
43638,Enrolling,12-Apr-2017,CA,USA
43638,Enrolling,12-Apr-2017,CA,USA
43637,Enrolling,29-Mar-2017,IN,USA
43637,Enrolling,29-Mar-2017,IN,USA
43637,Enrolling,29-Mar-2017,IN,USA
43637,Enrolling,29-Mar-2017,IN,USA
43637,Enrolling,29-Mar-2017,IN,USA
43637,Enrolling,29-Mar-2017,IN,USA
43634,Enrolling,06-Oct-2016,CA,USA
43634,Enrolling,06-Oct-2016,CA,USA
43634,Enrolling,06-Oct-2016,CA,USA
43634,Enrolling,06-Oct-2016,CA,USA
43633,Enrolling,06-Dec-2016,VA,USA
43633,Enrolling,06-Dec-2016,VA,USA
43633,Enrolling,06-Dec-2016,VA,USA
43633,Enrolling,06-Dec-2016,VA,USA
43633,Enrolling,06-Dec-2016,VA,USA
43632,Enrolling,04-Apr-2017,MO,USA
43632,Enrolling,04-Apr-2017,MO,USA
43632,Enrolling,04-Apr-2017,MO,USA
43632,Enrolling,04-Apr-2017,MO,USA
43632,Enrolling,04-Apr-2017,MO,USA
43632,Enrolling,04-Apr-2017,MO,USA
43632,Enrolling,04-Apr-2017,MO,USA
43632,Enrolling,04-Apr-2017,MO,USA
43631,Selected,,NY,USA
43631,Selected,,NY,USA
43631,Selected,,NY,USA
43631,Selected,,NY,USA
43630,Enrolling,18-Oct-2016,TX,USA
43630,Enrolling,18-Oct-2016,TX,USA
43629,Enrolling,09-Jan-2017,NY,USA
43629,Enrolling,09-Jan-2017,NY,USA
43629,Enrolling,09-Jan-2017,NY,USA
43629,Enrolling,09-Jan-2017,NY,USA
43629,Enrolling,09-Jan-2017,NY,USA
43628,Enrolling,11-Apr-2017,PA,USA
43628,Enrolling,11-Apr-2017,PA,USA
43628,Enrolling,11-Apr-2017,PA,USA
43628,Enrolling,11-Apr-2017,PA,USA
43628,Enrolling,11-Apr-2017,PA,USA
43626,Enrolling,02-Nov-2016,FL,USA
43626,Enrolling,02-Nov-2016,FL,USA
43626,Enrolling,02-Nov-2016,FL,USA
43626,Enrolling,02-Nov-2016,FL,USA
43626,Enrolling,02-Nov-2016,FL,USA
43626,Enrolling,02-Nov-2016,FL,USA
43626,Enrolling,02-Nov-2016,FL,USA
43626,Enrolling,02-Nov-2016,FL,USA
43626,Enrolling,02-Nov-2016,FL,USA
43626,Enrolling,02-Nov-2016,FL,USA
43622,Enrolling,28-Feb-2017,SC,USA
43622,Enrolling,28-Feb-2017,SC,USA
43622,Enrolling,28-Feb-2017,SC,USA
43622,Enrolling,28-Feb-2017,SC,USA
43622,Enrolling,28-Feb-2017,SC,USA
43620,Initiated,20-Mar-2017,LA,USA
43620,Initiated,20-Mar-2017,LA,USA
43620,Initiated,20-Mar-2017,LA,USA
43619,Selected,,IL,USA
43618,Enrolling,11-Dec-2016,OH,USA
43618,Enrolling,11-Dec-2016,OH,USA
43618,Enrolling,11-Dec-2016,OH,USA
43618,Enrolling,11-Dec-2016,OH,USA
43618,Enrolling,11-Dec-2016,OH,USA
43617,Enrolling,12-Feb-2017,TX,USA
43617,Enrolling,12-Feb-2017,TX,USA
43617,Enrolling,12-Feb-2017,TX,USA
43615,Initiated,09-Apr-2017,DC,USA
43615,Initiated,09-Apr-2017,DC,USA
43615,Initiated,09-Apr-2017,DC,USA
43615,Initiated,09-Apr-2017,DC,USA
43615,Initiated,09-Apr-2017,DC,USA
43615,Initiated,09-Apr-2017,DC,USA
43614,Selected,,IA,USA
43614,Selected,,IA,USA
43614,Selected,,IA,USA
43614,Selected,,IA,USA
43614,Selected,,IA,USA
43614,Selected,,IA,USA
43614,Selected,,IA,USA
43614,Selected,,IA,USA
43613,Enrolling,01-Nov-2016,IN,USA
43613,Enrolling,01-Nov-2016,IN,USA
43613,Enrolling,01-Nov-2016,IN,USA
43613,Enrolling,01-Nov-2016,IN,USA
43612,Enrolling,15-Feb-2017,PA,USA
43612,Enrolling,15-Feb-2017,PA,USA
43612,Enrolling,15-Feb-2017,PA,USA
43612,Enrolling,15-Feb-2017,PA,USA
43612,Enrolling,15-Feb-2017,PA,USA
43612,Enrolling,15-Feb-2017,PA,USA
43612,Enrolling,15-Feb-2017,PA,USA
43612,Enrolling,15-Feb-2017,PA,USA
43612,Enrolling,15-Feb-2017,PA,USA
43612,Enrolling,15-Feb-2017,PA,USA
43612,Enrolling,15-Feb-2017,PA,USA
43612,Enrolling,15-Feb-2017,PA,USA
43612,Enrolling,15-Feb-2017,PA,USA
43612,Enrolling,15-Feb-2017,PA,USA
43612,Enrolling,15-Feb-2017,PA,USA
43612,Enrolling,15-Feb-2017,PA,USA
43607,Enrolling,03-May-2017,PA,USA
43607,Enrolling,03-May-2017,PA,USA
43607,Enrolling,03-May-2017,PA,USA
43607,Enrolling,03-May-2017,PA,USA
43607,Enrolling,03-May-2017,PA,USA
43606,Enrolling,22-Dec-2016,IL,USA
43606,Enrolling,22-Dec-2016,IL,USA
43606,Enrolling,22-Dec-2016,IL,USA
43606,Enrolling,22-Dec-2016,IL,USA
43605,Enrolling,11-Apr-2017,NC,USA
43605,Enrolling,11-Apr-2017,NC,USA
43605,Enrolling,11-Apr-2017,NC,USA
43605,Enrolling,11-Apr-2017,NC,USA
43605,Enrolling,11-Apr-2017,NC,USA
43605,Enrolling,11-Apr-2017,NC,USA
43604,Initiated,13-Jun-2017,MI,USA
43604,Initiated,13-Jun-2017,MI,USA
43604,Initiated,13-Jun-2017,MI,USA
